Sim_index	S	omega_T	omega_P	sigma_e	disp_shape	disp_scale	seed	divergence_factor	max_species	max_coex_sp	start_species	init_ab	grid_cell_distance
Simulation_1053	2.566	0.069	0.214	0.132	0.856	0.722	1053	0.05	12000	1000	1	500	111
Simulation_1054	2.065	0.047	0.153	0.023	1.482	0.497	1054	0.05	12000	1000	1	500	111
Simulation_1055	1.064	0.092	0.278	0.095	2.735	0.947	1055	0.05	12000	1000	1	500	111
Simulation_1056	1.095	0.023	0.086	0.034	0.895	0.201	1056	0.05	12000	1000	1	500	111
Simulation_1057	2.096	0.068	0.211	0.107	2.148	0.651	1057	0.05	12000	1000	1	500	111
Simulation_1058	2.597	0.045	0.147	0.07	2.774	0.426	1058	0.05	12000	1000	1	500	111
Simulation_1059	1.596	0.09	0.272	0.143	1.521	0.877	1059	0.05	12000	1000	1	500	111
Simulation_1060	1.846	0.034	0.117	0.016	2.461	0.989	1060	0.05	12000	1000	1	500	111
Simulation_1061	2.847	0.079	0.242	0.089	1.208	0.539	1061	0.05	12000	1000	1	500	111
Simulation_1062	2.347	0.011	0.053	0.052	0.582	0.764	1062	0.05	12000	1000	1	500	111
Simulation_1063	1.345	0.057	0.181	0.125	1.834	0.313	1063	0.05	12000	1000	1	500	111
Simulation_1064	1.47	0.051	0.164	0.08	2.304	0.257	1064	0.05	12000	1000	1	500	111
Simulation_1065	2.472	0.096	0.289	0.007	1.052	0.708	1065	0.05	12000	1000	1	500	111
Simulation_1066	2.973	0.028	0.1	0.116	1.678	0.482	1066	0.05	12000	1000	1	500	111
Simulation_1067	1.971	0.073	0.225	0.043	2.93	0.933	1067	0.05	12000	1000	1	500	111
Simulation_1068	1.721	0.017	0.069	0.098	1.365	0.82	1068	0.05	12000	1000	1	500	111
Simulation_1069	2.722	0.062	0.194	0.025	2.617	0.37	1069	0.05	12000	1000	1	500	111
Simulation_1070	2.222	0.04	0.133	0.134	1.991	0.595	1070	0.05	12000	1000	1	500	111
Simulation_1071	1.22	0.085	0.258	0.061	0.739	0.144	1071	0.05	12000	1000	1	500	111
Simulation_1072	1.157	0.042	0.139	0.057	1.443	0.342	1072	0.05	12000	1000	1	500	111
Simulation_1073	2.159	0.088	0.267	0.129	2.695	0.792	1073	0.05	12000	1000	1	500	111
Simulation_1074	2.66	0.02	0.078	0.021	2.069	0.116	1074	0.05	12000	1000	1	500	111
Simulation_1075	1.658	0.065	0.203	0.093	0.817	0.567	1075	0.05	12000	1000	1	500	111
Simulation_1076	1.909	0.031	0.108	0.075	1.756	0.68	1076	0.05	12000	1000	1	500	111
Simulation_1077	2.91	0.076	0.233	0.148	0.504	0.229	1077	0.05	12000	1000	1	500	111
Simulation_1078	2.409	0.054	0.172	0.039	1.13	0.905	1078	0.05	12000	1000	1	500	111
Simulation_1079	1.408	0.099	0.297	0.111	2.382	0.454	1079	0.05	12000	1000	1	500	111
Simulation_1080	1.283	0.014	0.061	0.139	2.852	0.511	1080	0.05	12000	1000	1	500	111
Simulation_1081	2.284	0.059	0.186	0.066	1.6	0.961	1081	0.05	12000	1000	1	500	111
Simulation_1082	2.785	0.037	0.125	0.102	0.973	0.285	1082	0.05	12000	1000	1	500	111
Simulation_1083	1.783	0.082	0.25	0.03	2.226	0.736	1083	0.05	12000	1000	1	500	111
Simulation_1084	1.533	0.048	0.156	0.12	0.66	0.623	1084	0.05	12000	1000	1	500	111
Simulation_1085	2.534	0.093	0.281	0.048	1.913	0.173	1085	0.05	12000	1000	1	500	111
Simulation_1086	2.034	0.026	0.094	0.084	2.539	0.849	1086	0.05	12000	1000	1	500	111
Simulation_1087	1.032	0.071	0.219	0.011	1.286	0.398	1087	0.05	12000	1000	1	500	111
Simulation_1088	1.048	0.012	0.056	0.065	2.167	0.461	1088	0.05	12000	1000	1	500	111
Simulation_1089	2.049	0.057	0.181	0.137	0.915	0.912	1089	0.05	12000	1000	1	500	111
Simulation_1090	2.55	0.035	0.119	0.028	1.541	0.236	1090	0.05	12000	1000	1	500	111
Simulation_1091	1.549	0.08	0.244	0.101	2.793	0.687	1091	0.05	12000	1000	1	500	111
Simulation_1092	1.799	0.046	0.15	0.047	1.228	0.574	1092	0.05	12000	1000	1	500	111
Simulation_1093	2.8	0.091	0.275	0.119	2.48	0.123	1093	0.05	12000	1000	1	500	111
Simulation_1094	2.3	0.023	0.086	0.01	1.854	0.799	1094	0.05	12000	1000	1	500	111
Simulation_1095	1.298	0.068	0.211	0.083	0.602	0.349	1095	0.05	12000	1000	1	500	111
Simulation_1096	1.423	0.04	0.133	0.128	1.071	0.405	1096	0.05	12000	1000	1	500	111
Simulation_1097	2.425	0.085	0.258	0.056	2.324	0.856	1097	0.05	12000	1000	1	500	111
Simulation_1098	2.926	0.018	0.072	0.092	2.95	0.18	1098	0.05	12000	1000	1	500	111
Simulation_1099	1.924	0.063	0.197	0.019	1.697	0.63	1099	0.05	12000	1000	1	500	111
Simulation_1100	1.674	0.029	0.103	0.147	2.637	0.743	1100	0.05	12000	1000	1	500	111
Simulation_1101	2.675	0.074	0.228	0.074	1.384	0.292	1101	0.05	12000	1000	1	500	111
Simulation_1102	2.175	0.052	0.167	0.11	0.758	0.968	1102	0.05	12000	1000	1	500	111
Simulation_1103	1.173	0.097	0.292	0.038	2.011	0.518	1103	0.05	12000	1000	1	500	111
Simulation_1104	1.236	0.054	0.172	0.006	2.715	0.32	1104	0.05	12000	1000	1	500	111
Simulation_1105	2.237	0.099	0.297	0.078	1.463	0.771	1105	0.05	12000	1000	1	500	111
Simulation_1106	2.738	0.032	0.111	0.042	0.836	0.546	1106	0.05	12000	1000	1	500	111
Simulation_1107	1.736	0.077	0.236	0.115	2.089	0.996	1107	0.05	12000	1000	1	500	111
Simulation_1108	1.987	0.021	0.081	0.024	0.523	0.884	1108	0.05	12000	1000	1	500	111
Simulation_1109	2.988	0.066	0.206	0.097	1.776	0.433	1109	0.05	12000	1000	1	500	111
Simulation_1110	2.488	0.043	0.142	0.06	2.402	0.658	1110	0.05	12000	1000	1	500	111
Simulation_1111	1.486	0.088	0.267	0.133	1.149	0.208	1111	0.05	12000	1000	1	500	111
Simulation_1112	1.361	0.026	0.094	0.106	1.619	0.151	1112	0.05	12000	1000	1	500	111
Simulation_1113	2.362	0.071	0.219	0.033	2.872	0.602	1113	0.05	12000	1000	1	500	111
Simulation_1114	2.863	0.049	0.158	0.142	2.245	0.377	1114	0.05	12000	1000	1	500	111
Simulation_1115	1.862	0.094	0.283	0.069	0.993	0.827	1115	0.05	12000	1000	1	500	111
Simulation_1116	1.611	0.038	0.128	0.088	1.932	0.94	1116	0.05	12000	1000	1	500	111
Simulation_1117	2.613	0.083	0.253	0.015	0.68	0.489	1117	0.05	12000	1000	1	500	111
Simulation_1118	2.112	0.015	0.064	0.124	1.306	0.715	1118	0.05	12000	1000	1	500	111
Simulation_1119	1.111	0.06	0.189	0.051	2.558	0.264	1119	0.05	12000	1000	1	500	111
Simulation_1120	1.079	0.033	0.114	0.149	0.797	0.785	1120	0.05	12000	1000	1	500	111
Simulation_1121	2.081	0.078	0.239	0.076	2.05	0.335	1121	0.05	12000	1000	1	500	111
Simulation_1122	2.581	0.011	0.053	0.112	2.676	0.56	1122	0.05	12000	1000	1	500	111
Simulation_1123	1.58	0.056	0.178	0.04	1.423	0.109	1123	0.05	12000	1000	1	500	111
Simulation_1124	1.83	0.022	0.083	0.131	2.989	0.222	1124	0.05	12000	1000	1	500	111
Simulation_1125	2.832	0.067	0.208	0.058	1.737	0.673	1125	0.05	12000	1000	1	500	111
Simulation_1126	2.331	0.045	0.147	0.094	1.11	0.447	1126	0.05	12000	1000	1	500	111
Simulation_1127	1.33	0.09	0.272	0.022	2.363	0.898	1127	0.05	12000	1000	1	500	111
Simulation_1128	1.455	0.016	0.067	0.049	1.893	0.954	1128	0.05	12000	1000	1	500	111
Simulation_1129	2.456	0.061	0.192	0.122	0.641	0.504	1129	0.05	12000	1000	1	500	111
Simulation_1130	2.957	0.039	0.131	0.013	1.267	0.729	1130	0.05	12000	1000	1	500	111
Simulation_1131	1.956	0.084	0.256	0.085	2.519	0.278	1131	0.05	12000	1000	1	500	111
Simulation_1132	1.705	0.05	0.161	0.067	1.58	0.166	1132	0.05	12000	1000	1	500	111
Simulation_1133	2.707	0.095	0.286	0.14	2.832	0.616	1133	0.05	12000	1000	1	500	111
Simulation_1134	2.206	0.028	0.1	0.031	2.206	0.391	1134	0.05	12000	1000	1	500	111
Simulation_1135	1.204	0.073	0.225	0.103	0.954	0.842	1135	0.05	12000	1000	1	500	111
Simulation_1136	1.142	0.03	0.106	0.09	1.345	0.644	1136	0.05	12000	1000	1	500	111
Simulation_1137	2.143	0.076	0.233	0.017	2.598	0.194	1137	0.05	12000	1000	1	500	111
Simulation_1138	2.644	0.053	0.169	0.126	1.971	0.87	1138	0.05	12000	1000	1	500	111
Simulation_1139	1.643	0.098	0.294	0.053	0.719	0.419	1139	0.05	12000	1000	1	500	111
Simulation_1140	1.893	0.042	0.139	0.108	2.284	0.532	1140	0.05	12000	1000	1	500	111
Simulation_1141	2.894	0.087	0.264	0.035	1.032	0.982	1141	0.05	12000	1000	1	500	111
Simulation_1142	2.394	0.019	0.075	0.144	1.658	0.306	1142	0.05	12000	1000	1	500	111
Simulation_1143	1.392	0.064	0.2	0.072	2.911	0.757	1143	0.05	12000	1000	1	500	111
Simulation_1144	1.267	0.047	0.153	0.026	2.441	0.701	1144	0.05	12000	1000	1	500	111
Simulation_1145	2.268	0.092	0.278	0.099	1.189	0.25	1145	0.05	12000	1000	1	500	111
Simulation_1146	2.769	0.025	0.092	0.063	0.562	0.926	1146	0.05	12000	1000	1	500	111
Simulation_1147	1.768	0.07	0.217	0.135	1.815	0.475	1147	0.05	12000	1000	1	500	111
Simulation_1148	1.517	0.014	0.061	0.008	0.875	0.363	1148	0.05	12000	1000	1	500	111
Simulation_1149	2.519	0.059	0.186	0.081	2.128	0.813	1149	0.05	12000	1000	1	500	111
Simulation_1150	2.018	0.036	0.122	0.044	2.754	0.137	1150	0.05	12000	1000	1	500	111
Simulation_1151	1.017	0.081	0.247	0.117	1.502	0.588	1151	0.05	12000	1000	1	500	111
Simulation_1152	1.024	0.029	0.103	0.054	2.803	0.845	1152	0.05	12000	1000	1	500	111
Simulation_1153	2.026	0.074	0.228	0.127	1.551	0.394	1153	0.05	12000	1000	1	500	111
Simulation_1154	2.527	0.051	0.164	0.018	0.924	0.62	1154	0.05	12000	1000	1	500	111
Simulation_1155	1.525	0.096	0.289	0.09	2.177	0.169	1155	0.05	12000	1000	1	500	111
Simulation_1156	1.776	0.04	0.133	0.072	0.611	0.282	1156	0.05	12000	1000	1	500	111
Simulation_1157	2.777	0.085	0.258	0.145	1.864	0.732	1157	0.05	12000	1000	1	500	111
Simulation_1158	2.276	0.017	0.069	0.036	2.49	0.507	1158	0.05	12000	1000	1	500	111
Simulation_1159	1.275	0.063	0.197	0.109	1.238	0.958	1159	0.05	12000	1000	1	500	111
Simulation_1160	1.4	0.046	0.15	0.136	1.707	0.901	1160	0.05	12000	1000	1	500	111
Simulation_1161	2.401	0.091	0.275	0.063	2.96	0.451	1161	0.05	12000	1000	1	500	111
Simulation_1162	2.902	0.023	0.086	0.099	2.333	0.676	1162	0.05	12000	1000	1	500	111
Simulation_1163	1.901	0.068	0.211	0.027	1.081	0.225	1163	0.05	12000	1000	1	500	111
Simulation_1164	1.65	0.012	0.056	0.118	2.02	0.113	1164	0.05	12000	1000	1	500	111
Simulation_1165	2.652	0.057	0.181	0.045	0.768	0.563	1165	0.05	12000	1000	1	500	111
Simulation_1166	2.151	0.034	0.117	0.081	1.394	0.338	1166	0.05	12000	1000	1	500	111
Simulation_1167	1.15	0.079	0.242	0.009	2.647	0.789	1167	0.05	12000	1000	1	500	111
Simulation_1168	1.212	0.037	0.125	0.04	2.099	0.592	1168	0.05	12000	1000	1	500	111
Simulation_1169	2.214	0.082	0.25	0.113	0.846	0.141	1169	0.05	12000	1000	1	500	111
Simulation_1170	2.714	0.015	0.064	0.077	1.472	0.817	1170	0.05	12000	1000	1	500	111
Simulation_1171	1.713	0.06	0.189	0.149	2.725	0.366	1171	0.05	12000	1000	1	500	111
Simulation_1172	1.963	0.026	0.094	0.022	1.159	0.479	1172	0.05	12000	1000	1	500	111
Simulation_1173	2.965	0.071	0.219	0.095	2.412	0.93	1173	0.05	12000	1000	1	500	111
Simulation_1174	2.464	0.048	0.156	0.059	1.785	0.254	1174	0.05	12000	1000	1	500	111
Simulation_1175	1.463	0.093	0.281	0.131	0.533	0.704	1175	0.05	12000	1000	1	500	111
Simulation_1176	1.337	0.02	0.078	0.086	1.003	0.761	1176	0.05	12000	1000	1	500	111
Simulation_1177	2.339	0.065	0.203	0.013	2.255	0.31	1177	0.05	12000	1000	1	500	111
Simulation_1178	2.84	0.043	0.142	0.122	2.881	0.986	1178	0.05	12000	1000	1	500	111
Simulation_1179	1.838	0.088	0.267	0.049	1.629	0.535	1179	0.05	12000	1000	1	500	111
Simulation_1180	1.588	0.054	0.172	0.104	2.568	0.423	1180	0.05	12000	1000	1	500	111
Simulation_1181	2.589	0.099	0.297	0.031	1.316	0.873	1181	0.05	12000	1000	1	500	111
Simulation_1182	2.089	0.032	0.111	0.14	0.69	0.197	1182	0.05	12000	1000	1	500	111
Simulation_1183	1.087	0.077	0.236	0.068	1.942	0.648	1183	0.05	12000	1000	1	500	111
Simulation_1184	1.118	0.05	0.161	0.115	1.433	0.521	1184	0.05	12000	1000	1	500	111
Simulation_1185	2.12	0.095	0.286	0.043	2.686	0.972	1185	0.05	12000	1000	1	500	111
Simulation_1186	2.621	0.027	0.097	0.079	2.059	0.296	1186	0.05	12000	1000	1	500	111
Simulation_1187	1.619	0.072	0.222	0.006	0.807	0.747	1187	0.05	12000	1000	1	500	111
Simulation_1188	1.869	0.016	0.067	0.133	2.373	0.634	1188	0.05	12000	1000	1	500	111
Simulation_1189	2.871	0.061	0.192	0.061	1.12	0.183	1189	0.05	12000	1000	1	500	111
Simulation_1190	2.37	0.039	0.131	0.097	1.746	0.859	1190	0.05	12000	1000	1	500	111
Simulation_1191	1.369	0.084	0.256	0.025	2.999	0.409	1191	0.05	12000	1000	1	500	111
Simulation_1192	1.494	0.022	0.083	0.07	2.529	0.352	1192	0.05	12000	1000	1	500	111
Simulation_1193	2.495	0.067	0.208	0.143	1.277	0.803	1193	0.05	12000	1000	1	500	111
Simulation_1194	2.996	0.044	0.144	0.034	0.65	0.127	1194	0.05	12000	1000	1	500	111
Simulation_1195	1.995	0.089	0.269	0.106	1.903	0.578	1195	0.05	12000	1000	1	500	111
Simulation_1196	1.744	0.033	0.114	0.052	0.964	0.69	1196	0.05	12000	1000	1	500	111
Simulation_1197	2.746	0.078	0.239	0.124	2.216	0.24	1197	0.05	12000	1000	1	500	111
Simulation_1198	2.245	0.01	0.05	0.015	2.842	0.916	1198	0.05	12000	1000	1	500	111
Simulation_1199	1.244	0.055	0.175	0.088	1.59	0.465	1199	0.05	12000	1000	1	500	111
Simulation_1200	1.181	0.013	0.058	0.102	0.729	0.268	1200	0.05	12000	1000	1	500	111
Simulation_1201	2.182	0.058	0.183	0.029	1.981	0.718	1201	0.05	12000	1000	1	500	111
Simulation_1202	2.683	0.036	0.122	0.138	2.607	0.493	1202	0.05	12000	1000	1	500	111
Simulation_1203	1.682	0.081	0.247	0.065	1.355	0.944	1203	0.05	12000	1000	1	500	111
Simulation_1204	1.932	0.047	0.153	0.084	2.92	0.831	1204	0.05	12000	1000	1	500	111
Simulation_1205	2.933	0.092	0.278	0.011	1.668	0.38	1205	0.05	12000	1000	1	500	111
Simulation_1206	2.433	0.024	0.089	0.12	1.042	0.606	1206	0.05	12000	1000	1	500	111
Simulation_1207	1.431	0.07	0.217	0.047	2.294	0.155	1207	0.05	12000	1000	1	500	111
Simulation_1208	1.306	0.041	0.136	0.02	1.825	0.211	1208	0.05	12000	1000	1	500	111
Simulation_1209	2.308	0.086	0.261	0.093	0.572	0.662	1209	0.05	12000	1000	1	500	111
Simulation_1210	2.808	0.019	0.075	0.056	1.198	0.437	1210	0.05	12000	1000	1	500	111
Simulation_1211	1.807	0.064	0.2	0.129	2.451	0.887	1211	0.05	12000	1000	1	500	111
Simulation_1212	1.556	0.03	0.106	0.038	1.511	1	1212	0.05	12000	1000	1	500	111
Simulation_1213	2.558	0.075	0.231	0.111	2.764	0.549	1213	0.05	12000	1000	1	500	111
Simulation_1214	2.057	0.053	0.169	0.074	2.138	0.775	1214	0.05	12000	1000	1	500	111
Simulation_1215	1.056	0.098	0.294	0.147	0.885	0.324	1215	0.05	12000	1000	1	500	111
Simulation_1216	1.04	0.039	0.131	0.091	2.666	0.148	1216	0.05	12000	1000	1	500	111
Simulation_1217	2.042	0.084	0.256	0.019	1.414	0.599	1217	0.05	12000	1000	1	500	111
Simulation_1218	2.542	0.017	0.069	0.128	0.787	0.373	1218	0.05	12000	1000	1	500	111
Simulation_1219	1.541	0.062	0.194	0.055	2.04	0.824	1219	0.05	12000	1000	1	500	111
Simulation_1220	1.791	0.028	0.1	0.11	1.101	0.937	1220	0.05	12000	1000	1	500	111
Simulation_1221	2.793	0.073	0.225	0.037	2.353	0.486	1221	0.05	12000	1000	1	500	111
Simulation_1222	2.292	0.051	0.164	0.146	2.979	0.711	1222	0.05	12000	1000	1	500	111
Simulation_1223	1.29	0.096	0.289	0.073	1.727	0.261	1223	0.05	12000	1000	1	500	111
Simulation_1224	1.416	0.011	0.053	0.028	1.257	0.317	1224	0.05	12000	1000	1	500	111
Simulation_1225	2.417	0.056	0.178	0.101	2.51	0.768	1225	0.05	12000	1000	1	500	111
Simulation_1226	2.918	0.034	0.117	0.064	1.883	0.542	1226	0.05	12000	1000	1	500	111
Simulation_1227	1.916	0.079	0.242	0.137	0.631	0.993	1227	0.05	12000	1000	1	500	111
Simulation_1228	1.666	0.045	0.147	0.01	2.196	0.88	1228	0.05	12000	1000	1	500	111
Simulation_1229	2.667	0.09	0.272	0.082	0.944	0.43	1229	0.05	12000	1000	1	500	111
Simulation_1230	2.167	0.022	0.083	0.046	1.57	0.655	1230	0.05	12000	1000	1	500	111
Simulation_1231	1.165	0.067	0.208	0.119	2.823	0.204	1231	0.05	12000	1000	1	500	111
Simulation_1232	1.228	0.025	0.092	0.141	1.962	0.401	1232	0.05	12000	1000	1	500	111
Simulation_1233	2.229	0.07	0.217	0.069	0.709	0.852	1233	0.05	12000	1000	1	500	111
Simulation_1234	2.73	0.048	0.156	0.105	1.335	0.176	1234	0.05	12000	1000	1	500	111
Simulation_1235	1.729	0.093	0.281	0.032	2.588	0.627	1235	0.05	12000	1000	1	500	111
Simulation_1236	1.979	0.036	0.122	0.123	1.648	0.739	1236	0.05	12000	1000	1	500	111
Simulation_1237	2.98	0.082	0.25	0.051	2.901	0.289	1237	0.05	12000	1000	1	500	111
Simulation_1238	2.48	0.014	0.061	0.087	2.275	0.965	1238	0.05	12000	1000	1	500	111
Simulation_1239	1.478	0.059	0.186	0.014	1.022	0.514	1239	0.05	12000	1000	1	500	111
Simulation_1240	1.353	0.053	0.169	0.042	0.553	0.458	1240	0.05	12000	1000	1	500	111
Simulation_1241	2.355	0.098	0.294	0.114	1.805	0.908	1241	0.05	12000	1000	1	500	111
Simulation_1242	2.855	0.031	0.108	0.005	2.431	0.232	1242	0.05	12000	1000	1	500	111
Simulation_1243	1.854	0.076	0.233	0.078	1.179	0.683	1243	0.05	12000	1000	1	500	111
Simulation_1244	1.603	0.02	0.078	0.06	2.744	0.57	1244	0.05	12000	1000	1	500	111
Simulation_1245	2.605	0.065	0.203	0.132	1.492	0.12	1245	0.05	12000	1000	1	500	111
Simulation_1246	2.104	0.042	0.139	0.023	0.866	0.796	1246	0.05	12000	1000	1	500	111
Simulation_1247	1.103	0.087	0.264	0.096	2.118	0.345	1247	0.05	12000	1000	1	500	111
Simulation_1248	1.071	0.018	0.072	0.012	1.531	0.697	1248	0.05	12000	1000	1	500	111
Simulation_1249	2.073	0.063	0.197	0.085	2.784	0.247	1249	0.05	12000	1000	1	500	111
Simulation_1250	2.574	0.041	0.136	0.048	2.157	0.923	1250	0.05	12000	1000	1	500	111
Simulation_1251	1.572	0.086	0.261	0.121	0.905	0.472	1251	0.05	12000	1000	1	500	111
Simulation_1252	1.822	0.052	0.167	0.03	1.844	0.359	1252	0.05	12000	1000	1	500	111
Simulation_1253	2.824	0.097	0.292	0.103	0.592	0.81	1253	0.05	12000	1000	1	500	111
Simulation_1254	2.323	0.029	0.103	0.067	1.218	0.134	1254	0.05	12000	1000	1	500	111
Simulation_1255	1.322	0.074	0.228	0.139	2.47	0.585	1255	0.05	12000	1000	1	500	111
Simulation_1256	1.447	0.035	0.119	0.112	2.94	0.641	1256	0.05	12000	1000	1	500	111
Simulation_1257	2.448	0.08	0.244	0.039	1.688	0.19	1257	0.05	12000	1000	1	500	111
Simulation_1258	2.949	0.013	0.058	0.148	1.061	0.866	1258	0.05	12000	1000	1	500	111
Simulation_1259	1.948	0.058	0.183	0.076	2.314	0.416	1259	0.05	12000	1000	1	500	111
Simulation_1260	1.697	0.024	0.089	0.094	0.748	0.528	1260	0.05	12000	1000	1	500	111
Simulation_1261	2.699	0.069	0.214	0.021	2.001	0.979	1261	0.05	12000	1000	1	500	111
Simulation_1262	2.198	0.046	0.15	0.13	2.627	0.303	1262	0.05	12000	1000	1	500	111
Simulation_1263	1.197	0.091	0.275	0.057	1.375	0.754	1263	0.05	12000	1000	1	500	111
Simulation_1264	1.134	0.049	0.158	0.062	0.827	0.951	1264	0.05	12000	1000	1	500	111
Simulation_1265	2.135	0.094	0.283	0.135	2.079	0.5	1265	0.05	12000	1000	1	500	111
Simulation_1266	2.636	0.027	0.097	0.026	2.705	0.725	1266	0.05	12000	1000	1	500	111
Simulation_1267	1.635	0.072	0.222	0.098	1.453	0.275	1267	0.05	12000	1000	1	500	111
Simulation_1268	1.885	0.015	0.064	0.044	2.392	0.162	1268	0.05	12000	1000	1	500	111
Simulation_1269	2.887	0.06	0.189	0.116	1.14	0.613	1269	0.05	12000	1000	1	500	111
Simulation_1270	2.386	0.038	0.128	0.007	0.513	0.387	1270	0.05	12000	1000	1	500	111
Simulation_1271	1.384	0.083	0.253	0.08	1.766	0.838	1271	0.05	12000	1000	1	500	111
Simulation_1272	1.259	0.032	0.111	0.126	2.236	0.782	1272	0.05	12000	1000	1	500	111
Simulation_1273	2.261	0.077	0.236	0.053	0.983	0.331	1273	0.05	12000	1000	1	500	111
Simulation_1274	2.761	0.055	0.175	0.089	1.609	0.556	1274	0.05	12000	1000	1	500	111
Simulation_1275	1.76	0.1	0.3	0.017	2.862	0.106	1275	0.05	12000	1000	1	500	111
Simulation_1276	1.51	0.043	0.142	0.144	1.296	0.218	1276	0.05	12000	1000	1	500	111
Simulation_1277	2.511	0.089	0.269	0.071	2.549	0.669	1277	0.05	12000	1000	1	500	111
Simulation_1278	2.01	0.021	0.081	0.107	1.922	0.444	1278	0.05	12000	1000	1	500	111
Simulation_1279	1.009	0.066	0.206	0.035	0.67	0.894	1279	0.05	12000	1000	1	500	111
Simulation_1280	1.013	0.021	0.081	0.141	1.213	0.329	1280	0.05	12000	1000	1	500	111
Simulation_1281	2.014	0.066	0.206	0.068	2.466	0.78	1281	0.05	12000	1000	1	500	111
Simulation_1282	2.515	0.044	0.144	0.104	1.839	0.104	1282	0.05	12000	1000	1	500	111
Simulation_1283	1.513	0.089	0.269	0.032	0.587	0.555	1283	0.05	12000	1000	1	500	111
Simulation_1284	1.764	0.055	0.175	0.122	2.152	0.667	1284	0.05	12000	1000	1	500	111
Simulation_1285	2.765	0.1	0.3	0.05	0.9	0.217	1285	0.05	12000	1000	1	500	111
Simulation_1286	2.265	0.032	0.111	0.086	1.526	0.893	1286	0.05	12000	1000	1	500	111
Simulation_1287	1.263	0.077	0.236	0.013	2.779	0.442	1287	0.05	12000	1000	1	500	111
Simulation_1288	1.388	0.038	0.128	0.059	2.622	0.498	1288	0.05	12000	1000	1	500	111
Simulation_1289	2.39	0.083	0.253	0.131	1.37	0.949	1289	0.05	12000	1000	1	500	111
Simulation_1290	2.89	0.016	0.067	0.023	0.743	0.273	1290	0.05	12000	1000	1	500	111
Simulation_1291	1.889	0.061	0.192	0.095	1.996	0.724	1291	0.05	12000	1000	1	500	111
Simulation_1292	1.639	0.027	0.097	0.077	1.057	0.611	1292	0.05	12000	1000	1	500	111
Simulation_1293	2.64	0.072	0.222	0.15	2.309	0.16	1293	0.05	12000	1000	1	500	111
Simulation_1294	2.139	0.049	0.158	0.041	2.935	0.836	1294	0.05	12000	1000	1	500	111
Simulation_1295	1.138	0.094	0.283	0.113	1.683	0.386	1295	0.05	12000	1000	1	500	111
Simulation_1296	1.2	0.046	0.15	0.082	0.509	0.188	1296	0.05	12000	1000	1	500	111
Simulation_1297	2.202	0.092	0.278	0.009	1.761	0.639	1297	0.05	12000	1000	1	500	111
Simulation_1298	2.703	0.024	0.089	0.118	2.387	0.414	1298	0.05	12000	1000	1	500	111
Simulation_1299	1.701	0.069	0.214	0.045	1.135	0.864	1299	0.05	12000	1000	1	500	111
Simulation_1300	1.952	0.013	0.058	0.1	2.7	0.977	1300	0.05	12000	1000	1	500	111
Simulation_1301	2.953	0.058	0.183	0.027	1.448	0.526	1301	0.05	12000	1000	1	500	111
Simulation_1302	2.452	0.035	0.119	0.136	0.822	0.752	1302	0.05	12000	1000	1	500	111
Simulation_1303	1.451	0.08	0.244	0.063	2.074	0.301	1303	0.05	12000	1000	1	500	111
Simulation_1304	1.326	0.03	0.106	0.036	1.918	0.245	1304	0.05	12000	1000	1	500	111
Simulation_1305	2.327	0.075	0.231	0.109	0.665	0.695	1305	0.05	12000	1000	1	500	111
Simulation_1306	2.828	0.052	0.167	0.072	1.291	0.47	1306	0.05	12000	1000	1	500	111
Simulation_1307	1.826	0.097	0.292	0.145	2.544	0.921	1307	0.05	12000	1000	1	500	111
Simulation_1308	1.576	0.041	0.136	0.018	1.604	0.808	1308	0.05	12000	1000	1	500	111
Simulation_1309	2.578	0.086	0.261	0.091	2.857	0.357	1309	0.05	12000	1000	1	500	111
Simulation_1310	2.077	0.018	0.072	0.054	2.231	0.583	1310	0.05	12000	1000	1	500	111
Simulation_1311	1.075	0.063	0.197	0.127	0.978	0.132	1311	0.05	12000	1000	1	500	111
Simulation_1312	1.107	0.042	0.139	0.075	2.974	0.907	1312	0.05	12000	1000	1	500	111
Simulation_1313	2.108	0.087	0.264	0.147	1.722	0.456	1313	0.05	12000	1000	1	500	111
Simulation_1314	2.609	0.02	0.078	0.038	1.096	0.681	1314	0.05	12000	1000	1	500	111
Simulation_1315	1.607	0.065	0.203	0.111	2.348	0.231	1315	0.05	12000	1000	1	500	111
Simulation_1316	1.858	0.031	0.108	0.057	0.783	0.118	1316	0.05	12000	1000	1	500	111
Simulation_1317	2.859	0.076	0.233	0.129	2.035	0.569	1317	0.05	12000	1000	1	500	111
Simulation_1318	2.358	0.054	0.172	0.02	2.661	0.343	1318	0.05	12000	1000	1	500	111
Simulation_1319	1.357	0.099	0.297	0.093	1.409	0.794	1319	0.05	12000	1000	1	500	111
Simulation_1320	1.482	0.014	0.061	0.12	1.565	0.85	1320	0.05	12000	1000	1	500	111
Simulation_1321	2.484	0.059	0.186	0.047	2.818	0.4	1321	0.05	12000	1000	1	500	111
Simulation_1322	2.984	0.037	0.125	0.084	2.192	0.625	1322	0.05	12000	1000	1	500	111
Simulation_1323	1.983	0.082	0.25	0.011	0.939	0.174	1323	0.05	12000	1000	1	500	111
Simulation_1324	1.733	0.048	0.156	0.138	1.878	0.287	1324	0.05	12000	1000	1	500	111
Simulation_1325	2.734	0.093	0.281	0.066	0.626	0.738	1325	0.05	12000	1000	1	500	111
