Sim_index	S	omega_T	omega_P	sigma_e	disp_shape	disp_scale	seed	divergence_factor	max_species	max_coex_sp	start_species	init_ab	grid_cell_distance	finished	final_timestep	initial_nb_species	final_nb_species	sp_events	ex_events	exchanged
Simulation_433	2.175	0.063	0.197	0.117	2.676	0.94	433	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1
Simulation_434	2.678	0.04	0.133	0.008	2.049	0.261	434	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1
Simulation_435	1.672	0.086	0.261	0.081	0.794	0.714	435	0.05	12000	1000	1	500	111	1	0	1	2	3	1	0
Simulation_436	1.923	0.052	0.167	0.062	2.363	0.6	436	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1
Simulation_437	2.929	0.097	0.292	0.135	1.108	0.148	437	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1
Simulation_438	2.426	0.029	0.103	0.026	1.735	0.827	438	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1
Simulation_439	1.42	0.074	0.228	0.099	2.99	0.374	439	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1
Simulation_440	1.295	0.035	0.119	0.144	2.52	0.431	440	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1
Simulation_441	2.301	0.08	0.244	0.072	1.265	0.883	441	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1
Simulation_442	2.804	0.012	0.056	0.108	0.637	0.204	442	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1
Simulation_443	1.798	0.057	0.181	0.035	1.892	0.657	443	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1
Simulation_444	1.546	0.023	0.086	0.126	0.951	0.77	444	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1
Simulation_445	2.552	0.069	0.214	0.053	2.206	0.317	445	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1
Simulation_446	2.049	0.046	0.15	0.09	2.833	0.996	446	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1
Simulation_447	1.043	0.091	0.275	0.017	1.578	0.544	447	0.05	12000	1000	1	500	111	1	0	1	141	165	24	1
Simulation_448	1.028	0.037	0.125	0.073	1.951	0.367	448	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1
Simulation_449	2.033	0.082	0.25	0.145	0.696	0.82	449	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1
Simulation_450	2.536	0.014	0.061	0.036	1.324	0.141	450	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1
Simulation_451	1.53	0.059	0.186	0.109	2.578	0.593	451	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1
Simulation_452	1.782	0.025	0.092	0.054	1.637	0.706	452	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1
Simulation_453	2.788	0.071	0.219	0.127	2.892	0.254	453	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1
Simulation_454	2.285	0.048	0.156	0.018	2.265	0.933	454	0.05	12000	1000	1	500	111	1	0	1	13	15	2	1
Simulation_455	1.279	0.093	0.281	0.091	1.01	0.48	455	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1
Simulation_456	1.405	0.02	0.078	0.118	0.539	0.537	456	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1
Simulation_457	2.411	0.065	0.203	0.045	1.794	0.989	457	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1
Simulation_458	2.914	0.042	0.139	0.082	2.422	0.31	458	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1
Simulation_459	1.908	0.088	0.267	0.009	1.167	0.763	459	0.05	12000	1000	1	500	111	1	0	1	3	6	3	1
Simulation_460	1.656	0.054	0.172	0.136	2.735	0.65	460	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1
Simulation_461	2.662	0.099	0.297	0.064	1.48	0.197	461	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1
Simulation_462	2.159	0.031	0.108	0.1	0.853	0.876	462	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1
Simulation_463	1.153	0.076	0.233	0.027	2.108	0.424	463	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1
Simulation_464	1.216	0.028	0.1	0.023	2.657	0.169	464	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1
Simulation_465	2.222	0.073	0.225	0.095	1.402	0.622	465	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1
Simulation_466	2.725	0.051	0.164	0.059	0.775	0.395	466	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1
Simulation_467	1.719	0.096	0.289	0.132	2.029	0.848	467	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1
Simulation_468	1.971	0.04	0.133	0.041	1.088	0.961	468	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1
Simulation_469	2.976	0.085	0.258	0.114	2.343	0.508	469	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1
Simulation_470	2.473	0.017	0.069	0.077	2.971	0.735	470	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1
Simulation_471	1.468	0.062	0.194	0.15	1.716	0.282	471	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1
Simulation_472	1.342	0.045	0.147	0.105	1.245	0.226	472	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1
Simulation_473	2.348	0.09	0.272	0.032	2.5	0.678	473	0.05	12000	1000	1	500	111	1	0	1	67	73	6	1
Simulation_474	2.851	0.023	0.086	0.141	1.873	0.452	474	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1
Simulation_475	1.845	0.068	0.211	0.068	0.618	0.905	475	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1
Simulation_476	1.593	0.011	0.053	0.086	2.186	0.791	476	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1
Simulation_477	2.599	0.057	0.181	0.014	0.931	0.339	477	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1
Simulation_478	2.096	0.034	0.117	0.123	1.559	0.565	478	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1
Simulation_479	1.09	0.079	0.242	0.05	2.814	0.112	479	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1
Simulation_480	1.059	0.013	0.058	0.134	0.814	0.919	480	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1
Simulation_481	2.065	0.058	0.183	0.061	2.069	0.466	481	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1
Simulation_482	2.568	0.035	0.119	0.098	2.696	0.692	482	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1
Simulation_483	1.562	0.081	0.247	0.025	1.441	0.24	483	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1
Simulation_484	1.813	0.047	0.153	0.116	2.382	0.127	484	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1
Simulation_485	2.819	0.092	0.278	0.043	1.127	0.579	485	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1
Simulation_486	2.316	0.024	0.089	0.079	0.5	0.353	486	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1
Simulation_487	1.31	0.069	0.214	0.007	1.755	0.806	487	0.05	12000	1000	1	500	111	1	0	1	3	4	1	0
Simulation_488	1.436	0.041	0.136	0.052	2.225	0.862	488	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1
Simulation_489	2.442	0.086	0.261	0.125	0.971	0.409	489	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1
Simulation_490	2.945	0.018	0.072	0.016	1.598	0.636	490	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1
Simulation_491	1.939	0.064	0.2	0.089	2.853	0.183	491	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1
Simulation_492	1.688	0.03	0.106	0.07	1.284	0.296	492	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1
Simulation_493	2.694	0.075	0.231	0.143	2.539	0.749	493	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1
Simulation_494	2.191	0.052	0.167	0.034	1.912	0.523	494	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1
Simulation_495	1.185	0.098	0.294	0.107	0.657	0.975	495	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1
Simulation_496	1.122	0.049	0.158	0.084	1.52	0.721	496	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1
Simulation_497	2.128	0.095	0.286	0.011	2.775	0.268	497	0.05	12000	1000	1	500	111	1	0	1	3	4	1	1
Simulation_498	2.631	0.027	0.097	0.12	2.147	0.947	498	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1
Simulation_499	1.625	0.072	0.222	0.048	0.892	0.494	499	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1
Simulation_500	1.876	0.015	0.064	0.102	1.833	0.381	500	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1
